InventoryID,DateKey,VehicleKey,StockLevel
1,20230101,1,5
1,20230201,1,5
1,20230301,1,18
1,20230401,1,12
1,20230501,1,5
1,20230601,1,11
1,20230701,1,16
1,20230801,1,5
1,20230901,1,8
1,20231001,1,15
1,20231101,1,5
1,20231201,1,3
2,20230101,2,17
2,20230201,2,13
2,20230301,2,6
2,20230401,2,18
2,20230501,2,19
2,20230601,2,15
2,20230701,2,12
2,20230801,2,18
2,20230901,2,8
2,20231001,2,12
2,20231101,2,2
2,20231201,2,15
3,20230101,6,11
3,20230201,6,0
3,20230301,6,13
3,20230401,6,9
3,20230501,6,19
3,20230601,6,11
3,20230701,6,18
3,20230801,6,5
3,20230901,6,18
3,20231001,6,15
3,20231101,6,5
3,20231201,6,7
4,20230101,10,8
4,20230201,10,12
4,20230301,10,19
4,20230401,10,9
4,20230501,10,14
4,20230601,10,15
4,20230701,10,4
4,20230801,10,11
4,20230901,10,12
4,20231001,10,20
4,20231101,10,10
4,20231201,10,12
5,20230101,18,7
5,20230201,18,19
5,20230301,18,12
5,20230401,18,7
5,20230501,18,7
5,20230601,18,2
5,20230701,18,15
5,20230801,18,12
5,20230901,18,14
5,20231001,18,10
5,20231101,18,8
5,20231201,18,12
6,20230101,23,17
6,20230201,23,7
6,20230301,23,3
6,20230401,23,6
6,20230501,23,15
6,20230601,23,4
6,20230701,23,18
6,20230801,23,3
6,20230901,23,7
6,20231001,23,6
6,20231101,23,12
6,20231201,23,0
7,20230101,28,6
7,20230201,28,0
7,20230301,28,4
7,20230401,28,7
7,20230501,28,17
7,20230601,28,3
7,20230701,28,13
7,20230801,28,4
7,20230901,28,4
7,20231001,28,10
7,20231101,28,7
7,20231201,28,0
8,20230101,33,12
8,20230201,33,14
8,20230301,33,8
8,20230401,33,10
8,20230501,33,5
8,20230601,33,7
8,20230701,33,17
8,20230801,33,3
8,20230901,33,3
8,20231001,33,9
8,20231101,33,5
8,20231201,33,17
9,20230101,36,4
9,20230201,36,3
9,20230301,36,17
9,20230401,36,11
9,20230501,36,10
9,20230601,36,19
9,20230701,36,11
9,20230801,36,9
9,20230901,36,4
9,20231001,36,19
9,20231101,36,0
9,20231201,36,7
10,20230101,38,8
10,20230201,38,14
10,20230301,38,15
10,20230401,38,4
10,20230501,38,15
10,20230601,38,11
10,20230701,38,9
10,20230801,38,14
10,20230901,38,9
10,20231001,38,18
10,20231101,38,17
10,20231201,38,8
11,20230101,40,15
11,20230201,40,3
11,20230301,40,14
11,20230401,40,4
11,20230501,40,1
11,20230601,40,9
11,20230701,40,19
11,20230801,40,12
11,20230901,40,9
11,20231001,40,20
11,20231101,40,7
11,20231201,40,6
12,20230101,42,5
12,20230201,42,1
12,20230301,42,8
12,20230401,42,18
12,20230501,42,5
12,20230601,42,4
12,20230701,42,15
12,20230801,42,12
12,20230901,42,5
12,20231001,42,18
12,20231101,42,12
12,20231201,42,12
13,20230101,51,0
13,20230201,51,13
13,20230301,51,7
13,20230401,51,20
13,20230501,51,5
13,20230601,51,12
13,20230701,51,11
13,20230801,51,8
13,20230901,51,19
13,20231001,51,19
13,20231101,51,4
13,20231201,51,15
14,20230101,59,8
14,20230201,59,5
14,20230301,59,11
14,20230401,59,17
14,20230501,59,7
14,20230601,59,19
14,20230701,59,9
14,20230801,59,14
14,20230901,59,13
14,20231001,59,19
14,20231101,59,13
14,20231201,59,17
15,20230101,62,11
15,20230201,62,15
15,20230301,62,1
15,20230401,62,15
15,20230501,62,20
15,20230601,62,16
15,20230701,62,15
15,20230801,62,1
15,20230901,62,11
15,20231001,62,5
15,20231101,62,12
15,20231201,62,11
16,20230101,65,2
16,20230201,65,20
16,20230301,65,0
16,20230401,65,16
16,20230501,65,18
16,20230601,65,1
16,20230701,65,18
16,20230801,65,9
16,20230901,65,0
16,20231001,65,7
16,20231101,65,4
16,20231201,65,15
17,20230101,71,15
17,20230201,71,1
17,20230301,71,11
17,20230401,71,7
17,20230501,71,10
17,20230601,71,2
17,20230701,71,3
17,20230801,71,0
17,20230901,71,14
17,20231001,71,17
17,20231101,71,7
17,20231201,71,12
18,20230101,79,12
18,20230201,79,14
18,20230301,79,4
18,20230401,79,18
18,20230501,79,11
18,20230601,79,8
18,20230701,79,11
18,20230801,79,20
18,20230901,79,11
18,20231001,79,17
18,20231101,79,9
18,20231201,79,13
19,20230101,88,16
19,20230201,88,19
19,20230301,88,13
19,20230401,88,2
19,20230501,88,10
19,20230601,88,13
19,20230701,88,12
19,20230801,88,16
19,20230901,88,10
19,20231001,88,17
19,20231101,88,5
19,20231201,88,18
20,20230101,91,10
20,20230201,91,14
20,20230301,91,1
20,20230401,91,12
20,20230501,91,11
20,20230601,91,12
20,20230701,91,1
20,20230801,91,20
20,20230901,91,1
20,20231001,91,12
20,20231101,91,20
20,20231201,91,1
21,20230101,94,10
21,20230201,94,19
21,20230301,94,13
21,20230401,94,20
21,20230501,94,9
21,20230601,94,1
21,20230701,94,14
21,20230801,94,18
21,20230901,94,10
21,20231001,94,19
21,20231101,94,15
21,20231201,94,17
22,20230101,97,8
22,20230201,97,2
22,20230301,97,14
22,20230401,97,17
22,20230501,97,13
22,20230601,97,6
22,20230701,97,15
22,20230801,97,9
22,20230901,97,16
22,20231001,97,0
22,20231101,97,3
22,20231201,97,3
23,20230101,99,17
23,20230201,99,0
23,20230301,99,17
23,20230401,99,10
23,20230501,99,0
23,20230601,99,0
23,20230701,99,15
23,20230801,99,20
23,20230901,99,12
23,20231001,99,15
23,20231101,99,11
23,20231201,99,12
24,20230101,102,18
24,20230201,102,13
24,20230301,102,6
24,20230401,102,8
24,20230501,102,4
24,20230601,102,8
24,20230701,102,20
24,20230801,102,7
24,20230901,102,4
24,20231001,102,9
24,20231101,102,8
24,20231201,102,12
25,20230101,105,17
25,20230201,105,19
25,20230301,105,9
25,20230401,105,10
25,20230501,105,20
25,20230601,105,3
25,20230701,105,10
25,20230801,105,4
25,20230901,105,19
25,20231001,105,1
25,20231101,105,9
25,20231201,105,15
26,20230101,108,18
26,20230201,108,9
26,20230301,108,4
26,20230401,108,17
26,20230501,108,9
26,20230601,108,8
26,20230701,108,17
26,20230801,108,13
26,20230901,108,8
26,20231001,108,2
26,20231101,108,20
26,20231201,108,6
27,20230101,111,5
27,20230201,111,15
27,20230301,111,11
27,20230401,111,18
27,20230501,111,6
27,20230601,111,17
27,20230701,111,19
27,20230801,111,2
27,20230901,111,18
27,20231001,111,4
27,20231101,111,7
27,20231201,111,1
28,20230101,113,16
28,20230201,113,12
28,20230301,113,18
28,20230401,113,11
28,20230501,113,15
28,20230601,113,13
28,20230701,113,0
28,20230801,113,7
28,20230901,113,3
28,20231001,113,10
28,20231101,113,15
28,20231201,113,9
29,20230101,117,20
29,20230201,117,19
29,20230301,117,9
29,20230401,117,18
29,20230501,117,10
29,20230601,117,6
29,20230701,117,9
29,20230801,117,4
29,20230901,117,14
29,20231001,117,3
29,20231101,117,13
29,20231201,117,15
30,20230101,121,10
30,20230201,121,8
30,20230301,121,11
30,20230401,121,12
30,20230501,121,14
30,20230601,121,0
30,20230701,121,19
30,20230801,121,9
30,20230901,121,11
30,20231001,121,15
30,20231101,121,7
30,20231201,121,3
31,20230101,125,17
31,20230201,125,18
31,20230301,125,16
31,20230401,125,11
31,20230501,125,1
31,20230601,125,16
31,20230701,125,5
31,20230801,125,20
31,20230901,125,15
31,20231001,125,16
31,20231101,125,9
31,20231201,125,13
32,20230101,128,0
32,20230201,128,11
32,20230301,128,6
32,20230401,128,18
32,20230501,128,11
32,20230601,128,13
32,20230701,128,4
32,20230801,128,1
32,20230901,128,18
32,20231001,128,10
32,20231101,128,0
32,20231201,128,12
33,20230101,130,17
33,20230201,130,1
33,20230301,130,6
33,20230401,130,5
33,20230501,130,15
33,20230601,130,12
33,20230701,130,17
33,20230801,130,14
33,20230901,130,11
33,20231001,130,17
33,20231101,130,16
33,20231201,130,6
34,20230101,132,6
34,20230201,132,17
34,20230301,132,3
34,20230401,132,4
34,20230501,132,5
34,20230601,132,19
34,20230701,132,3
34,20230801,132,20
34,20230901,132,8
34,20231001,132,2
34,20231101,132,18
34,20231201,132,20
35,20230101,145,7
35,20230201,145,4
35,20230301,145,16
35,20230401,145,16
35,20230501,145,20
35,20230601,145,15
35,20230701,145,15
35,20230801,145,15
35,20230901,145,4
35,20231001,145,18
35,20231101,145,0
35,20231201,145,19
36,20230101,156,14
36,20230201,156,8
36,20230301,156,15
36,20230401,156,17
36,20230501,156,19
36,20230601,156,1
36,20230701,156,9
36,20230801,156,17
36,20230901,156,6
36,20231001,156,16
36,20231101,156,9
36,20231201,156,0
37,20230101,166,13
37,20230201,166,2
37,20230301,166,6
37,20230401,166,19
37,20230501,166,16
37,20230601,166,2
37,20230701,166,11
37,20230801,166,15
37,20230901,166,12
37,20231001,166,8
37,20231101,166,1
37,20231201,166,18
38,20230101,176,20
38,20230201,176,12
38,20230301,176,5
38,20230401,176,6
38,20230501,176,20
38,20230601,176,0
38,20230701,176,7
38,20230801,176,10
38,20230901,176,10
38,20231001,176,17
38,20231101,176,17
38,20231201,176,9
39,20230101,186,5
39,20230201,186,16
39,20230301,186,15
39,20230401,186,7
39,20230501,186,0
39,20230601,186,9
39,20230701,186,1
39,20230801,186,5
39,20230901,186,18
39,20231001,186,14
39,20231101,186,14
39,20231201,186,2
40,20230101,195,6
40,20230201,195,14
40,20230301,195,17
40,20230401,195,2
40,20230501,195,11
40,20230601,195,2
40,20230701,195,4
40,20230801,195,10
40,20230901,195,11
40,20231001,195,3
40,20231101,195,6
40,20231201,195,8
41,20230101,198,18
41,20230201,198,20
41,20230301,198,19
41,20230401,198,17
41,20230501,198,2
41,20230601,198,0
41,20230701,198,17
41,20230801,198,9
41,20230901,198,5
41,20231001,198,14
41,20231101,198,10
41,20231201,198,3
42,20230101,201,8
42,20230201,201,19
42,20230301,201,16
42,20230401,201,0
42,20230501,201,18
42,20230601,201,7
42,20230701,201,19
42,20230801,201,14
42,20230901,201,8
42,20231001,201,4
42,20231101,201,11
42,20231201,201,6
43,20230101,204,17
43,20230201,204,0
43,20230301,204,14
43,20230401,204,3
43,20230501,204,4
43,20230601,204,7
43,20230701,204,12
43,20230801,204,13
43,20230901,204,2
43,20231001,204,6
43,20231101,204,7
43,20231201,204,20
44,20230101,212,6
44,20230201,212,15
44,20230301,212,16
44,20230401,212,3
44,20230501,212,9
44,20230601,212,20
44,20230701,212,12
44,20230801,212,18
44,20230901,212,14
44,20231001,212,2
44,20231101,212,20
44,20231201,212,15
45,20230101,224,12
45,20230201,224,4
45,20230301,224,18
45,20230401,224,3
45,20230501,224,9
45,20230601,224,5
45,20230701,224,13
45,20230801,224,5
45,20230901,224,19
45,20231001,224,12
45,20231101,224,14
45,20231201,224,11
46,20230101,234,13
46,20230201,234,15
46,20230301,234,3
46,20230401,234,10
46,20230501,234,13
46,20230601,234,15
46,20230701,234,14
46,20230801,234,2
46,20230901,234,19
46,20231001,234,9
46,20231101,234,16
46,20231201,234,20
47,20230101,236,7
47,20230201,236,11
47,20230301,236,10
47,20230401,236,13
47,20230501,236,5
